"en_es_DEEP"	"MatConf"
"Esto reforzó las tensiones este-oeste y los desequilibrios existentes dentro de la PNTL."	1
"La mayoría de los Estados tienen poca capacidad para congelar sin demora fondos y activos vinculados al terrorismo."	1
"Pueden entrenar reclutas, innovar en su planificación de ataques y llevar a cabo ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue impartiendo entrenamiento terrorista avanzado, incluso sobre artefactos explosivos improvisados. Al-Qaida en la Península Arábiga (AQAP) (QE.A.129.10) sigue siendo una fuente importante de innovación tecnológica."	1
"Sin embargo, el flujo de inmigrantes y refugiados a través de la región desde zonas de conflicto en Medio Oriente y África continúa planteando un desafío para las autoridades de inmigración."	1
"Ley sobre Radiaciones Ionizantes (Ley N° 156) de 21 de abril de 1993."	0
"29. También hay importantes novedades positivas. Cuando terminó el conflicto armado en 1999, había una falta casi total de estructuras económicas y legislación."	1
"c) Organización de afganos jordanos (Al-Hashayikah)"	0
"Cuestiones económicas como la inversión también son motivo de gran preocupación."	0
"La aldea de Nurei, cercana a la ciudad de Mornei, en Darfur occidental, fue atacada por los Janjaweed y las fuerzas gubernamentales en diciembre de 2003."	1
"También se introdujeron herramientas sencillas como la agenda anotada con el objetivo de garantizar el buen funcionamiento del Consejo en el desempeño de los temas rutinarios de su mandato."	0
"Después del bombardeo, los Janjaweed atacaron, destruyeron casas y saquearon propiedades."	1
"A pesar de los informes que indicaban la existencia de grupos armados a lo largo de la frontera entre el estado de Bahr El Ghazal Occidental y Darfur Meridional, la UNMIS no pudo realizar una evaluación de esas zonas debido a la falta de garantías de seguridad del ELPS."	1
"3. Los avances logrados hacia la neutralización de los grupos armados extranjeros y congoleños en los Kivus siguieron siendo limitados."	0
"42. El Gobierno de Côte d'Ivoire prevé actualmente que este número de casos se tramitará durante un período de dos años."	0
"VIII. Prohibición de viajar 116. El Equipo de Vigilancia sigue considerando la prohibición de viajar como una importante medida de sanciones contra Al-Qaida y los talibanes, pero observa el ingenio demostrado por los terroristas que intentan cruzar las fronteras nacionales sin ser detectados."	1
"269. La Comisión ha tenido acceso a un gran número de informes de diversas fuentes que documentan matanzas generalizadas de civiles en todo Darfur, desde principios de 2003 hasta el momento de la publicación de este informe."	1
"1. Consejo de Asociación Euroatlántico (EAPC), 1992"	0
"No se han identificado personas ni entidades dentro del territorio maltés."	0
"Los informes de abuso sufrido por mujeres incluyen, entre otros, violaciones."	1
"En este sentido, se valora la disciplina de grupo para poder transmitir un mensaje consistente y coherente a las partes."	0
"En otros lugares se han producido muertes en circunstancias violentas y las autoridades no han podido o no han querido emitir un documento oficial para certificar la muerte."	1
"La Red Siria de Derechos Humanos no pudo documentar completamente estos casos, ya que están prohibidos y perseguidos por las fuerzas del régimen y los grupos extremistas."	1
"Los organismos estatales encargados de hacer cumplir la ley y de seguridad de Bosnia y Herzegovina han estado haciendo esfuerzos por implementar medidas para mejorar la cooperación, y el grupo de trabajo del Tribunal establecido conjuntamente por el Gabinete del Primer Ministro y el Representante Especial/Oficina del Alto Representante de la Unión Europea continúa supervisando la implementación. de esas medidas. El 8 de agosto, el acusado Milan Lukic fue detenido en Argentina, el 25 de agosto Dragan Zelenovic fue detenido en Siberia occidental y el 13 de septiembre Sredoje Lukic se entregó a las autoridades de la República Srpska en Banja Luka."	1
"Organismos encargados de hacer cumplir la ley: establecimiento de unidades antiterroristas"	0
"Las cinco personas en cuestión son las mencionadas en el anexo II de la resolución 1803 (2008)."	0
"El Gobierno reconoció el ataque y ofreció indemnizar a las víctimas."	0
"Invito al Sr. Annabi a tomar asiento a la mesa del Consejo."	0
"El Equipo informa sobre los progresos realizados por la comunidad internacional en la restricción de la circulación de los terroristas y sus partidarios, incluida la reciente iniciativa conjunta de Interpol y el Consejo de Seguridad, que dio lugar a un aviso internacional, completo con identidad, descripción, fotografías y huellas dactilares. para personas en la Lista Consolidada."	0
"16. La situación en los territorios árabes ocupados (4 de mayo de 1976; 13 de julio de 1998)."	0
"Primero, GPIC calculó un nivel de producción \"esperado\" de metanol de 26.774 toneladas métricas utilizando una tasa de producción promedio de 1.217 toneladas métricas de metanol por día, multiplicada por 22 días de escasez de dióxido de carbono."	0
"En las consultas privadas que siguieron, el Representante Especial y el Enviado Especial abordaron algunas cuestiones relacionadas con la reforma del sector de la seguridad y la creación de una fuerza de reacción rápida dentro de las FARDC, el proceso electoral y las elecciones generales."	0
"Desde entonces, las autoridades de Kivu del Norte han arrestado a varias personas con presuntas conexiones con el Sr. Nkunda."	1
"Sin un formato estándar o acordado para los certificados de uso final autenticados, las agencias gubernamentales de los Estados de tránsito tienen pocos medios para establecer su veracidad."	0
"3. Compuestos de uranio propiedad del Departamento de Química de la Facultad de Ciencias de la Universidad de Mosul, el peso total del material es de 3,775 kg."	0
"El banco no puede abrir una cuenta ni operar con un cliente que insiste en permanecer en el anonimato o que da un nombre falso."	0
"También se iniciaron actividades de extensión a la sociedad civil y empresas privadas, centrándose en la posible asistencia técnica y su papel en la implementación de la lucha contra el terrorismo."	0
"En algunos casos, basándose en su revisión de las afirmaciones de los Demandantes y las pruebas que las sustentan, el Panel ha reclasificado todas o parte de las Reclamaciones."	0
"b) Armas convencionales 113. Sobre la base de su análisis general, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular a los países exportadores de armas, que ejerzan el más alto grado de responsabilidad en las transacciones de armas pequeñas y ligeras. a 2. Territorio del embargo"	0
"La comunidad internacional se había cansado de lo que, con razón o sin ella, consideraban dos estructuras grandes, costosas y de lento movimiento que, según algunos, tenían una relevancia cuestionable para los más afectados por los crímenes."	0
"38. Alienta a todos los Estados miembros, en particular los Estados designantes y los Estados de residencia o nacionalidad, a presentar al Comité información adicional de identificación y de otro tipo, junto con documentación de respaldo, sobre las personas, grupos, empresas y entidades incluidos en la lista, incluidas actualizaciones sobre el estado operativo. de entidades, grupos y empresas incluidos en la lista, el movimiento, el encarcelamiento o la muerte de personas incluidas en la lista y otros acontecimientos importantes, a medida que dicha información esté disponible;"	0
"59. La zona de almacenamiento debería estar asegurada mediante un sistema de cierre y la presencia física de guardias. De esta manera se pueden evitar irregularidades y robos."	0
"24. Todos los Estados de la subregión tienen economías basadas en el efectivo, lo que aumenta el riesgo de que la financiación del terrorismo se produzca mediante el transporte físico transfronterizo de moneda y otros instrumentos al portador, y transferencias informales de dinero y valor a través de sistemas de remesas alternativos."	1
"23. África Oriental ha sido víctima del terrorismo en el pasado y existe un alto nivel de amenaza terrorista debido a la continua inestabilidad política."	1
"Junta de Protección Radiológica - Instrumento legislativo de 1993 (LI 1559);"	0
"Las investigaciones muestran que cuando las intervenciones externas en los conflictos internos no conducen a una victoria militar rápida, es probable que prolonguen los conflictos internos."	1
"No se evalúa ningún cambio significativo en la situación general de seguridad, aunque se proyecta un aumento lento y constante de los incidentes relacionados con la delincuencia."	1
"Observando con profunda preocupación el aumento de la violencia y los crecientes combates intertribales, así como la violencia y la impunidad sexual y de género, y reiterando su profunda preocupación por los ataques contra el personal humanitario y el personal de mantenimiento de la paz, la seguridad de los civiles, y pidiendo a todas las partes en Darfur a que cesen inmediatamente sus acciones ofensivas y se abstengan de nuevos ataques violentos que causen la consiguiente mala situación de la ayuda humanitaria y un acceso restringido a las poblaciones necesitadas,"	1
"Algunos Estados tienen capacidad para congelar sin demora fondos y activos vinculados al terrorismo, aunque en la mayoría de los casos es limitada."	1
"Una cuestión clave que ambas partes reconocen es la eliminación de los nombres de los talibanes de la Lista Consolidada establecida en virtud de las resoluciones 1267 (1999) y 1333 (2000), cuestión que está exclusivamente bajo el control del Comité."	0
"En tales circunstancias, no se puede atribuir a la UNOTIL la responsabilidad por los disparos contra los agentes de la PNTL."	1
"(iv) En caso de reemplazo de un Oficial de Enlace de Campo, la Parte que realice el reemplazo seguirá el procedimiento establecido en el subpárrafo (ii) anterior."	0
"Según los párrafos 4, 5 y 6: el 100 por ciento del valor de las mercancías que participaron en la transferencia internacional correspondiente;"	0
"Posteriormente, las fuerzas armadas del gobierno confiscaron las armas de los aldeanos."	1
"17. Decide seguir ocupándose del asunto."	0
"429. El Gobierno también mencionó su reconocimiento de tres casos de atentados con bombas por error y afirmó que había indemnizado a las víctimas de Habila, Umm Gozin y Tulo."	1
"Como se indicó anteriormente, distintas fuentes han confirmado que los niños van uniformados y portan armas."	1
"Sin embargo, todavía nos preocupa que se haga demasiado hincapié en las visitas a países en desarrollo."	0
"631. En particular, la Comisión concluye que en muchos casos las fuerzas y milicias gubernamentales bajo su control atacaron a civiles y destruyeron e incendiaron aldeas en Darfur, en contravención de los principios y normas pertinentes del derecho internacional humanitario."	1
"Hace un llamamiento a los Estados miembros para que contribuyan al Fondo Fiduciario Especial establecido para apoyar la labor del Panel."	0
"34. La Autoridad expresa su agradecimiento a la Unión Africana y las Naciones Unidas por su asistencia en los esfuerzos de la región por lograr una solución pacífica."	0
"Cartas de crédito que vencen en 2006 y 2007"	0
"Aunque se sabe que las células locales participan en actividades delictivas de poca monta, como el fraude con tarjetas de crédito o el tráfico de drogas, y la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) informa que los grupos que se encuentran a ambos lados de las fronteras entre Afganistán y Pakistán, la República Islámica de Irán y Uzbekistán cobran tarifas de tránsito a los transportistas de drogas, beneficiando así a los talibanes, hasta el momento hay poca evidencia consistente de participación terrorista a gran escala en el tráfico de drogas u otros delitos organizados."	1
"13. La FPNUL estima que aproximadamente el 50% de la población local ha abandonado las aldeas del sur."	0
"\"En su 6419ª sesión, celebrada en privado el 10 de noviembre de 2010, el Consejo de Seguridad examinó el tema titulado \"La situación relativa al Iraq\"."	0
"(Viena, 4 de noviembre de 1986 al 19 de enero de 1989)"	0
"Cada paquete contenía nueve materiales básicos y pesaba 40 kg, suficiente para que le dure a una familia durante todo el mes de Ramadán."	0
"El mayor transportista es Bluebird Aviation, con aproximadamente 250 vuelos cada mes a destinos somalíes; le sigue Knight Aviation con 60 a 70 vuelos mensuales, seguida de Capital Airlines con 50 a 60."	0
"Cinco han establecido en su legislación una jurisdicción adecuada para los delitos pertinentes."	0
"35. Durante el período que abarca el informe continuaron los incidentes de seguridad relacionados con las restricciones a la circulación de la UNMIS en el Sudán meridional."	1
"La visita a Bouaké se produjo un día después del enfrentamiento entre los rebeldes y la fuerza francesa de vigilancia del alto el fuego en Duékoué."	1
"15. Mohammed Gazai Saad Ali Al-Mutairi"	0
"Que se celebrará el jueves 15 de julio de 2010, a las 10.00 horas"	0
"Al mismo tiempo, el movimiento de resistencia clandestino se expandió por todo el país y se restableció un movimiento popular. El 30 de agosto de 1999, el 78 por ciento de la población timorense votó a favor de la emancipación de la administración indonesia en la Consulta Popular patrocinada por las Naciones Unidas."	1
"▪ Lanzar un ataque que pueda esperarse que cause incidentalmente pérdidas de vidas o lesiones a civiles o daños a bienes de carácter civil o una combinación de ambos, que sería excesivo en relación con la ventaja militar concreta y directa prevista;"	1
"4. Ehsan Monajemi, director de proyectos de construcción, Natanz"	0
"Sin embargo, hay otros que no son buscados por ningún organismo encargado de hacer cumplir la ley, que tal vez no tengan fácil acceso a documentos falsos de calidad suficiente para sobrevivir a un escrutinio minucioso y que, en cualquier caso, pueden calcular que la cantidad limitada de detalles personales registrados sobre ellos en la Lista hace que sea razonablemente seguro que podrán pasar por los puestos fronterizos utilizando sus documentos auténticos sin ser detectados."	1
"De hecho, una mayor presencia de las Naciones Unidas es vital, pero para que el valor agregado de nuestra Organización sea completamente efectivo, será necesario disponer de fondos adecuados tanto en términos de personal como de seguridad. El Sr. Eide nos lo recordó hace unos momentos."	0
"Recuerde, esto fue a principios de 2000, antes de que el Estatuto de Roma entrara en vigor y Etiopía no lo hubiera firmado ni ratificado."	0
":: Emisión de órdenes para alertar a las unidades operativas."	0
"Sin embargo, el motivo de su creación puede calificarse más de \"vía rápida\" que de conveniencia, sobre todo teniendo en cuenta que, según los informes, la audiencia de un cargo punible con la muerte no puede durar más de una hora."	1
"(iii) por un ciudadano de la República o una persona con residencia habitual en la República;"	0
"El Consejo de Seguridad reitera la necesidad de que todas las partes interesadas, incluidos los gobiernos y la comunidad de donantes, se centren más en los efectos a largo plazo de los conflictos armados en los niños y los impedimentos para su plena rehabilitación y reintegración en sus familias y comunidades, mediante, entre otras cosas, otras cosas, abordar la necesidad de brindar atención médica adecuada, mejorar el intercambio de información sobre programas y mejores prácticas, y garantizar la disponibilidad de recursos, financiación y asistencia técnica adecuados para apoyar estrategias o planes de acción nacionales en el área de protección y bienestar infantil, y programas comunitarios, teniendo en cuenta los \"Principios de París para proteger a los niños contra el reclutamiento ilegal por fuerzas o grupos armados\", con miras a garantizar la sostenibilidad a largo plazo y el éxito de su respuesta programática a la liberación, rehabilitación y reintegración de todos los niños asociados con fuerzas y grupos armados."	0
"Pero si bien el método es relativamente simple, los explosivos resultantes son, a diferencia de los explosivos militares, inestables y poco confiables."	1
"Con referencia a la cuestión de interés, el Grupo Especial se remite a los párrafos 19 y 20 de este informe."	0
"El número total de combatientes extranjeros asesinados o capturados y de dirigentes y facilitadores vinculados a Al-Qaida ha disminuido desde el último informe sobre esa cuestión (S/2012/971)."	1
"\"El Consejo de Seguridad reafirma su compromiso respecto de la protección de los civiles en los conflictos armados y de la aplicación continua y plena de todas sus resoluciones pertinentes anteriores, incluidas 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006), 1894 (2009), así como todas sus resoluciones sobre Mujeres, Paz y Seguridad, Niños y Conflictos Armados y Mantenimiento de la Paz, y todas las declaraciones relevantes de su Presidente."	0
"\"El Consejo de Seguridad sigue profundamente preocupado por la inseguridad y la importante crisis humanitaria en curso en la región del Sahel, que se complica aún más por la presencia de grupos armados, incluidos movimientos separatistas, redes terroristas y delictivas, y el aumento de sus actividades, así como por la continua proliferación de armas desde dentro y fuera de la región que amenazan la paz, la seguridad y la estabilidad de los Estados de esta región y, a este respecto, destaca la importancia de la aplicación de todas las resoluciones pertinentes del Consejo de Seguridad, incluidas las relativas a los embargos de armas."	0
"Los niños han sido vistos con uniformes y portando armas dentro y alrededor de los campamentos rebeldes."	1
"Su sacrificio no será en vano."	0
"Convencidos también de que una solución política del conflicto probablemente hará avanzar la lucha contra el flagelo del terrorismo y las actividades conexas, que siempre están presentes en la región, y ayudará a erradicarlos;"	1
"Que se celebrará el jueves 26 de febrero de 2009, a las 10.00 horas"	0
"Durante el ataque, así como el posterior confinamiento forzoso de la población, varias personas fueron sometidas a severas torturas con el fin de extraerles información sobre los rebeldes, como castigo o para aterrorizar a la población."	1
"8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:"	0
"En todas esas discusiones, me alentó encontrar una convergencia de opiniones: todos nos maravillamos de cómo Liberia ha logrado tanto desde el fin de los combates en 2003, pero todos nos dimos cuenta plenamente de cuán impresionantes son los desafíos que aún enfrenta Liberia, y que En última instancia, no damos nada por sentado."	0
"Los miembros del Consejo expresaron nuevamente su profunda indignación por todos los iraquíes, así como por los nacionales de otros Estados, que han sido asesinados, secuestrados, violados o torturados por el EIIL, así como por su reclutamiento y utilización de niños."	1
"Como algunas tribus no tenían tierras tradicionales asignadas y el conflicto por los recursos naturales estaba en aumento, hubo un intento sistemático de desalojar de sus tierras a las tribus consideradas como \"no salvadoras\"."	1
"50. En un incidente ocurrido en Yopougon, a las 6.15 horas, mientras los manifestantes intentaban reunirse en la calle, un jeep con hombres uniformados de habla inglesa y sin insignias amenazó con matarlos."	1
"6. Del 18 de febrero al 13 de marzo, el Real Ejército de Marruecos llevó a cabo una serie de ejercicios de entrenamiento militar previamente programados en las cercanías de Awsard, en los que participaron unos 1.200 soldados de sus unidades de infantería, caballería y artillería ya estacionadas en el subsector de Awsard."	1
":: Coordinación de los organismos del Estado en todos esos ámbitos."	0
"16. Reitera a todos los Estados la importancia de proponer al Comité los nombres de los miembros de la organización Al-Qaida y los talibanes o asociados con Usama bin Laden y otras personas, grupos, empresas y entidades asociados con ellos para su inclusión en la lista del Comité , a menos que hacerlo comprometa las investigaciones o las acciones coercitivas;"	0
"360. De la información reunida y verificada por la Comisión se desprende que la violación u otras formas de violencia sexual cometidas por los Janjaweed y los soldados del Gobierno en Darfur fueron generalizadas y sistemáticas y, por lo tanto, bien pueden constituir un crimen de lesa humanidad."	1
"Dos de ellos resultaron heridos, pero lograron sobrevivir gracias a la asistencia de la Cruz Roja."	1
"o El 7 de noviembre de 2014, las fuerzas del régimen bombardearon cerca de la mezquita Tayba al-Qadim en Damasco Rural, hiriendo a 14 civiles que salían de la mezquita después de las oraciones del viernes."	1
"Muchos de los presuntos crímenes documentados en Darfur han sido generalizados y sistemáticos. Cumplen todos los umbrales establecidos en el Estatuto."	1
"La Comisión considera que los crímenes de violencia sexual cometidos en Darfur pueden equivaler a violación como crimen de lesa humanidad o esclavitud sexual como crimen de lesa humanidad."	1
"123. Cuando las milicias atacan conjuntamente con las fuerzas armadas, se puede considerar que actúan bajo el control efectivo del Gobierno, de conformidad con la noción de control establecida en 1999 en Tadić (Apelación), en los párrafos 98 a 145."	1
"Durante la semana del 19 al 26 de junio en la región de Bay, unas 10 personas murieron y otras 9 resultaron heridas en combates entre los subclanes Digil-Mirifle de la zona, incluidos los Leysan, Luway y Yantar."	1
"S/RES/2090 (2013), op. 11"	0
"En lo que respecta a los párrafos 46, 48 y 49, relativos al embargo de armas y al control fronterizo, en realidad las armas están siendo contrabandeadas desde el Líbano a Siria. Todo el mundo es consciente de que ciertas partes en el Líbano están tratando de desestabilizar a Siria proporcionando a grupos terroristas armados en Siria armas y fondos con el fin de socavar el país."	1
"Se declara abierta la sesión a las 16.10 horas."	0
"Algunos de nuestros interlocutores iraquíes plantearon preguntas sobre lo que realmente implica y requiere ese término \"reconciliación nacional\"."	0
"188. Los relatos de testigos presenciales de muchos incidentes publicados en estos informes mencionan que las fuerzas agresoras iban uniformadas, pero hacen una distinción entre los uniformes usados ​​por el ejército regular y los Janjaweed."	1
"Véase también, por ejemplo, S/RES/1325 (2000), op. 6; y S/RES/1296 (2000), op. 19."	0
"* Tras la publicación de la segunda parte de la lista provisional de votantes el 17 de enero de 2000."	0
"Cualquier cuestión abierta, no resuelta o que surja recientemente relacionada con la revisión del mandato se abordaría más a fondo en el Consejo a través de un mecanismo apropiado."	0
"Entre enero y finales de agosto, más de 2.000 niños pasaron por los centros de tránsito de Kivu del Norte, incluido Beni, y unos 800 por los centros de Kivu del Sur."	0
"36. El Consejo alienta a las autoridades de Burundi a trabajar con el Representante Especial del Secretario General para establecer un mecanismo que ponga fin a la impunidad y promueva la reconciliación."	0
"Debido a las perturbaciones en las elecciones, los resultados de 12 escaños siguen sin confirmarse."	0
"23. La situación de seguridad en la mayor parte del país siguió siendo frágil pero en general estable y se denunciaron pocos incidentes."	1
"2. Reafirma la necesidad de que se respeten plenamente los acuerdos militares alcanzados con la Misión de las Naciones Unidas para el Referéndum del Sáhara Occidental (MINURSO) en relación con el alto el fuego y pide a las partes que respeten plenamente esos acuerdos;"	0
"Nota 11 Investigación realizada por el Comité de Investigación Independiente"	0
"254. La Comisión también encontró que las fuerzas rebeldes han sido responsables de ataques, en la mayoría de los casos contra objetivos militares, policías o fuerzas de seguridad."	1
"El Comité recibió 44 notificaciones invocando el párrafo 21 de la resolución 1970 (2011)."	0
"S/AC.29/2003/1/Add.1"	0
"o El 5 de noviembre de 2014, aviones de combate del régimen llevaron a cabo cinco ataques aéreos contra Kansfra, en Idlib."	1
"Promover y apoyar la gestión precisa de la información sobre el conflicto."	0
"a) Las víctimas que hayan sufrido lesiones corporales importantes o deterioro de la salud física o mental como resultado de delitos graves;"	1
"Las niñas fueron retenidas durante tres días, violadas y luego liberadas."	1
"Además, informes consistentes indican que se estaba deteniendo a personas más allá del plazo legal."	1
"Al señalar que la matanza de yemeníes no tendría consecuencias, el acuerdo de inmunidad ha contribuido a prolongar el derramamiento de sangre."	1
"Expresando su preocupación por los continuos informes de abusos de los derechos humanos y violaciones del derecho internacional humanitario, incluso contra mujeres y niños, incluidos informes de un aumento de incidentes de violencia sexual, en particular los atribuidos a hombres armados, destacando la importancia de investigar esas presuntas violaciones y abusos cometidos por todas las partes, independientemente de su estatus o afiliación política, incluidos los que ocurrieron durante la crisis [pertinente], incluso... reafirmando que los responsables de tales violaciones deben rendir cuentas y tomando nota de los compromisos de [entidad pertinente] a este respecto,"	1
"Se solicita una indemnización por un total de 1.182.382.375 liras italianas en concepto de dichos reembolsos."	0
"El 23 de agosto, en el marco de una reunión informativa del Departamento de Asuntos Políticos, el Secretario General Adjunto de Asuntos Políticos dijo que el personal de la Oficina de Coordinación de Asuntos Humanitarios estaba llevando a cabo una misión de evaluación en la República Árabe Siria y se refirió a la declaración del Secretario General, según la cual, a pesar de su promesa, el Presidente Al-Assad no había detenido el uso de la fuerza contra los civiles."	1
"140. El 14 de diciembre de 2004, comenzaron en Yamena conversaciones entre el Gobierno del Sudán y una delegación del NMRD, con mediación del Chad. El 17 de diciembre las partes firmaron dos protocolos, uno sobre acceso humanitario y otro sobre cuestiones de seguridad en la zona de guerra."	0
"También visitó el campamento de tránsito de Nonah para refugiados de Côte d'Ivoire en Guinea."	0
"Además, los ataques de Al-Shabaab y grupos afiliados en Uganda y Kenya han demostrado su alcance y capacidad de reclutamiento en las comunidades somalíes de esos países."	1
"La exportación de Trepça/norte había sido autorizada por la UNMIK sobre la base de la legislación promulgada en virtud de la resolución 1244 (1999)."	0
"a) Asignación de personalidades de la OTU a puestos en todos los niveles del poder ejecutivo (finales de septiembre);"	0
"Incluso en Afganistán, aunque funcionarios afganos y miembros de las fuerzas de la coalición han dicho al Equipo que están convencidos de que los talibanes se benefician de los enormes ingresos generados por el tráfico de drogas, es difícil demostrar ejemplos concretos."	1
"Involucrar a las mujeres mediante la creación de comités de prevención de conflictos con equilibrio de género, incluidos representantes de la sociedad civil."	0
"El proyecto de ley, que se presentará ante el Parlamento, establece que un mínimo del 30 por ciento de los escaños del Parlamento se reservarán para mujeres; que un distrito en cada circunscripción a nivel de consejo local se reservará para candidatas femeninas; y que los partidos políticos asignarán escaños \"seguros\" para candidatas femeninas."	0
"Implementación de la Política de Diligencia Debida en Derechos Humanos de las Naciones Unidas"	0
"2. Análisis y valoración 333 - 334"	0
"El informe fue presentado al Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas el 22 de febrero de 2011, de conformidad con la resolución 1904 (2009) del Consejo de Seguridad, y actualmente está siendo examinado por el Comité."	0
"No ha habido ningún movimiento en la asignación de puestos a nivel regional."	0
"La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 12 de diciembre de 2008)"	0
"El infractor será castigado con prisión de tres a diez años o con el decomiso de bienes,"	1
"Otros, que desean detener el proceso, han demostrado que se están reorganizando."	0
"23. Decide seguir ocupándose del asunto."	0
"(véanse S/2001/Add.20; véanse también S/2000/40/Add.50; S/2001/15/Add.4, 7, 10, 13, 26, 38, 45 y 51; S/2002/ 30/Add.2, 8, 12, 18, 20, 27, 38, 48 y 49; y S/2003/40/Add.4, 12, 18, 28, 30, 34, 37 y 51)."	0
"El SAT confía en gran medida en el Plan como prueba de su intención de implementar el programa de inversiones."	0
"Línea de reclamación de Eritrea (puntos 11 a 14)"	0
"- Declaración de Dushanbe, de 5 de julio de 2000, de los Jefes de Estado de la República de Kazajstán, la República Popular China, la República Kirguisa, la Federación de Rusia y la República de Tayikistán;"	0
"Botsuana S.E. Presidente Teniente General Seretse Khama Ian Khama"	0
"Durante la marcha, el Real Ejército de Marruecos informó al Comandante de la Fuerza de que sus fuerzas habían recibido instrucciones de vigilar la situación."	1
"11. Mal uso delictivo de Internet."	0
"Estuve en Afganistán durante cuatro días a finales de junio para evaluar la situación humanitaria, dada la creciente preocupación por la gravedad de las cuestiones humanitarias y de protección de los civiles."	0
":: 7 de mayo de 2005, el Parlamento se reúne para aprobar los cambios propuestos a la ley electoral de 2000."	0
"En este contexto, el Consejo de Seguridad espera con interés la cumbre de la CIRGL, prevista para el 31 de julio en Nairobi, para examinar más a fondo los acontecimientos en la región, incluido el progreso en la implementación del Marco del PSC."	0
"3. En su resolución 1267 (1999), el Consejo de Seguridad impuso embargos aéreos y financieros limitados para obligar a los talibanes a dejar de proporcionar refugio y entrenamiento a terroristas, incluido Usama bin Laden."	1
"\"El Consejo de Seguridad toma nota de la decisión de la cumbre de la Unión Africana celebrada en Sirte, en la que se pide al Consejo que imponga sanciones contra quienes, incluida Eritrea, prestan apoyo a los grupos armados que socavan la paz y la reconciliación en Somalia y la estabilidad regional."	1
"El primer magistrado ad lítem asumió sus funciones el 1º de septiembre de 2003 y otros tres magistrados ad lítem llegaron en octubre de 2003."	0
"En la mayoría de los casos de ataques terrestres, los hombres fueron el objetivo directo para matarlos y, en algunos casos, hay pruebas de que los perpetradores intentaron salvar la vida de las mujeres."	1
"Subrayando que un obstáculo importante para una paz duradera en los Kivus es la presencia y las actividades de grupos armados ilegales en territorio congoleño, incluidas las Fuerzas Democráticas de Liberación de Ruanda (FDLR), como se reconoce en su resolución 1804 (2008), que representan uno de los causas principales del conflicto en la región,"	1
"\"El Consejo de Seguridad subraya la importancia de que las partes del Acuerdo General de Paz avancen rápidamente en el camino a seguir para el referéndum de Abyei, las cuestiones pendientes del Acuerdo General de Paz y la resolución de cuestiones críticas posteriores al referéndum de manera pacífica y mutuamente beneficiosa, incluidas las fronteras, la seguridad, la ciudadanía, deudas, activos, moneda y recursos naturales."	0
"El Sudán ha firmado, pero aún no ha ratificado, el Protocolo Facultativo de la Convención sobre los Derechos del Niño relativo a la participación de niños en los conflictos armados."	0
"Además, si bien las víctimas a menudo expresaron falta de confianza en la capacidad y voluntad del Gobierno para protegerlas, a menudo se citó a la policía como una excepción a esta tendencia."	1
"Los guardias de Inteligencia Fronteriza están bajo el control directo de los oficiales de Inteligencia Militar en la división particular donde están desplegados y, por lo demás, caen bajo la cadena de mando regular de las fuerzas armadas."	0
"El Grupo de Supervisión cree firmemente que los ingresos así obtenidos son utilizados por los responsables para ayudar a mantener sus milicias y comprar armas."	1
"En segundo lugar, se ha producido una destrucción en gran escala de aldeas en los tres estados de Darfur."	1
"89. Las fuerzas de seguridad nacional son fuerzas regulares cuya misión es supervisar la seguridad interna y externa del Sudán, monitorear los acontecimientos relevantes, analizar la importancia y los peligros de los mismos y recomendar medidas de protección."	1
"Esta es una razón más para intensificar los esfuerzos dirigidos a una prohibición de viajar bien dirigida y debidamente implementada a las personas incluidas en la lista, en particular a aquellas estrechamente vinculadas a esta creación de redes y facilitación."	1
"También detuvieron a 15 pilotos y técnicos de la FACI, todos ellos procedentes de la Federación Rusa, Ucrania y Bielorrusia."	1
"Estos juegos provienen de áreas donde hay disponibilidad de suministro principal."	0
"Este ha sido un tema delicado, ya que ha habido falta de confianza entre algunos agentes de policía en diferentes lugares."	0
"Además de los dos civiles heridos cerca de la terminal de Taci Tolu durante la tarde del 28 de abril, otros dos sufrieron heridas de bala durante la noche."	1
"Mientras tanto, el Gobierno de Transición de la República Democrática del Congo sigue considerando emitir órdenes de detención internacionales contra los líderes de los grupos armados de Ituri."	1
"121. Los Janjaweed a quienes se refieren la mayoría de las víctimas en el conflicto actual son milicias árabes que asaltan las aldeas de esas víctimas, montados en caballos o camellos, y matan, saquean, queman y violan."	1
"Que se celebrará el lunes 22 de diciembre de 2008, a las 11.53 horas"	0
"Parece claro que los terroristas incluidos en la lista todavía se las arreglan para recaudar y recibir fondos de simpatizantes fuera de su círculo inmediato."	1
