"es_en_DEEP"	"MatCoop"
"A broader team of advisors to the European Union Police Mission has been created to provide support and technical advice on police matters."	1
"To expedite the approval process, States could be encouraged to provide the Committee with all available supporting information or documentation, such as arrest warrants, Interpol announcements, indictments and rulings or court records."	1
"In Ituri, 2,004 minors were separated, among which there were 193 girls; In North Kivu, 1,439 minors were separated, including 13 girls; and in South Kivu, 470 minors were separated, including 53 girls."	0
"The strategy emphasizes the value that the Committee and its Executive Directorate add to the United Nations global fight against terrorism, and informs different sectors of the target audience about the Committee's initiatives and the activities of the Executive Directorate in everyone."	1
"3. You decide to continue dealing with the issue."	0
":: Provision of technical assistance in the preparation and implementation of laws aimed at combating the dissemination of hate messages."	1
"This is a complex challenge for the Sahel countries and regional organizations."	0
"We were therefore frustrated that the Secretary-General's report recommended only a partial reduction in reinforcement troops."	0
"Meeting of experts on the Biological Weapons Convention"	0
"The Government of Haiti and international humanitarian organizations must make more efforts in prevention activities, such as the provision of safe water and sanitation."	0
"No charges have been officially filed against him."	0
"Belarus, the Russian Federation and Ukraine have implemented fully operational financial reporting units. In 2010, Belarus and Ukraine adopted amendments to their laws relating to money laundering and combating the financing of terrorism regarding customer identification and due diligence on customers, establishment of registries, determination of real property and suspicious transactions."	1
"It is equally important that the relationship between missions and the United Nations and other humanitarian actors does not undermine the independence and neutrality of these actors or the perception of them."	1
"Today's debate is about an urgent matter."	0
"Since its last report, the Monitoring Team is not aware of any listed individuals being detained at border crossings and the Committee has not received any such reports."	1
"The Security Council reaffirms that Member States must ensure that all measures taken to combat terrorism comply with the provisions of the Charter of the United Nations and their other obligations under international law, in particular international human rights law, international refugee law and international humanitarian law."	0
"By pointing out that the killing of Yemenis would have no consequences, the agreement enshrining immunity has contributed to prolonging the bloodshed."	0
"7. Notes with concern the reports of the UNOCI Media Observatory and the media mentioned therein for inciting violence and the resumption of the internal conflict and emphasizes that it remains ready to impose sanctions against those who obstruct the electoral process , specifically the activities of the Independent Electoral Commission and all other participants, and the proclamation and certification of the results of the presidential and parliamentary elections;"	0
"The establishment of another nine is being considered."	0
"(a) Continue to ensure that all measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights law, refugee law and humanitarian law;"	1
"IV. Activities of the United Nations and the international community"	0
"c) Encourage States to adopt measures to prevent informal networks for sending workers' remittances from being misused for the purposes of terrorist financing."	0
"The Executive Directorate will facilitate such training sessions for customs officials, border police and financial intelligence units in the first quarter of 2014."	1
"Formed police units are responsible for providing riot control capabilities in the event of illegal or violent demonstrations and for protecting United Nations personnel, facilities and property in their respective areas of responsibility."	1
"46. ​​The situation in Myanmar (September 15, 2006; July 13, 2009)."	0
"The Executive Directorate will increase its cooperation with relevant United Nations bodies, including the Security Council Committee Monitoring Team established pursuant to resolution 1267 (1999) and the Security Council Committee Group of Experts established pursuant of resolution 1540 (2004), as well as with various international, regional and subregional organizations, especially in the context of the Committee's visits to Member States."	0
"Write-off of losses of cash, accounts receivable and assets"	0
"The Security Council recognizes the need to prevent and suppress the financing of terrorism and terrorist organizations, including from the proceeds of organized criminal activities, such as the illicit production and trafficking of drugs and their chemical precursors, and the importance of maintaining international cooperation to this end."	0
"The administrative support system for the Special Groups was directed by a Coordinator, with the rank of international civil servant."	0
"Report of the Secretary-General on the United Nations Transitional Administration for East Timor (S/2002/432 and Add.1)."	0
"During the month of October, UNMIK circulated a revised version of the policy document on the repatriation of Kosovo Albanians."	0
"(d) An advocacy visit by the Chairman of the CTC or the Executive Director (or both), perhaps accompanied by one or more members of the CTC, designed to raise general awareness of the terrorist threat and to attract significant political attention, from the Government or Parliament concerned, to the importance of implementing resolution 1373 (2001) (for example, through the adoption of counter-terrorism legislation);"	1
"o) Continue addressing the issue."	0
"n) Monitor the implementation of the measures imposed by paragraph 1 of resolution 1807 (2008), in cooperation with the Governments concerned and with the Group of Experts established by resolution 1533 (2004) where appropriate, inspecting, if considered necessary and without prior notice, the loading of aircraft and any transport vehicle that uses the ports, airports, airfields, military bases and border posts of North Kivu, South Kivu and Ituri;"	1
"In order to respond effectively to the asymmetric nature of the terrorist threat, it is essential to strengthen cooperation through the permanent exchange of information between law enforcement agencies, border security bodies and intelligence services."	1
"This area is governed by the Convention relating to the Status of Refugees, 1951 and the Law on Refugees (February 18, 1998)."	0
"16. The situation in the occupied Arab territories1 (May 4, 1976; July 13, 1998)."	0
"What the Security Council must do now is assure the courts that the sanctions regime established under Security Council resolution 1267 (1999) (the 1267 sanctions regime) is equitable and, with greater support of Member States, reaffirm its original purpose of ridding the world of the threat of terrorism from Al-Qaida, the Taliban and individuals and entities affiliated with them."	1
"- Entrust the establishment of appropriate and locally adapted mechanisms for truth and reconciliation (for example, technical assistance, financing and reintegration of civilians into communities)."	1
"The parties will continue to study the establishment of a family visitation program within the framework of the Office of the United Nations High Commissioner for Refugees (UNHCR)."	1
"Türkiye has a habit of inventing empty excuses and pretexts to justify its acts of aggression."	0
"MONUSCO continued to provide technical assistance in reviewing prisoner files to identify cases of long pre-trial detention and bring them to the attention of judicial authorities in order to reduce overcrowding in prisons."	1
"With the exception of San Pedro and Abidjan, the ports and coastline lacked the infrastructure necessary to import significant quantities of weapons and military equipment."	1
"Relief agencies were mobilized to respond to the situation, but the unusual level of flows from the gu station highlighted the need for well-laid early warning and emergency preparedness plans."	1
"Four States have expressly implemented measures to repress the recruitment of terrorists."	0
"One of the participants stated that it was time for the goal of prevention to stop being a mere rhetorical question."	0
"INDICATING THE MATTERS SUBMITTED TO THE COUNCIL"	0
"However, he did not know how many had been released or how many remained detained."	1
":: Green Border Area near Deir al-Ashayir (location IX)"	0
"The meeting also discussed ways to exert greater pressure on foreign armed groups and possible steps that could be taken in this regard by participating States, the African Union and the Security Council."	1
"It should be noted that approximately one week (May 22, 2005) before the second battle of Baidoa, a large consignment of weapons from Yemen arrived at the Bakaaraha market through arms trading networks."	0
"Those who managed to return have given reliable testimony of the presence of many of the missing in secret and unofficial detention centers maintained by the security apparatus in different places in the Darfur region."	0
"Those born before May 25, 1988 or recruited after May 25, 2006 had to be discharged immediately, as established by the General Peace Agreement."	1
"The ability to freeze funds and assets linked to terrorism is generally insufficient and limited in all States."	1
"The Commonwealth of the Bahamas ratified the United Nations Convention against Transnational Organized Crime and its related protocols on September 26, 2008."	0
"Expressing concern at all human rights violations and abuses, the Council calls on the Libyan authorities to investigate and bring to justice the perpetrators of such acts, including those committed against children."	0
"The report reflects developments since my last report on MINURCAT, dated 30 July 2010 (S/2010/409), related to the security and humanitarian situation in eastern Chad and the northeast region of Chad. Central African Republic; the progress made in fulfilling the tasks and parameters set out in paragraphs 2 and 3 of Security Council resolution 1923 (2010); and the fulfillment of the mandate of MINURCAT, including preparations for its withdrawal."	1
"[I]nvites the [affected State], with the assistance of the international community, to continue working towards the establishment of an impartial and transparent justice system, including the reconstruction and reform of the prison system, in order to strengthen the rule of law throughout the country and eliminate impunity."	1
"Use of the reserve from January 1, 2006 to December 31, 2009"	0
"Operational change. The execution of complex, simultaneous and multiple attacks, of which the attacks perpetrated in Arlit and Agadez (Niger) on May 23, 2013, can serve as an example, demonstrate that local entities affiliated with Al-Qaida try to follow the guidelines of the core of Al-Qaida to provoke \"spectacular\" incidents."	0
"On 18 November, a similar operation in Pristina resulted in the arrest of six people."	0
"For example, Croatia and Poland, with the support of the Office for Disarmament Affairs, conducted a peer review of their implementation of the resolution. It consisted of two rounds of deliberations and activities in Warsaw and Zagreb, which were observed by the Committee's experts. This peer review helped identify effective practices and facilitated an exchange of experiences."	1
"We have fenced a 25 kilometer stretch of border and installed floodlights and video cameras at border crossings."	0
"[S]tressing the urgency of carrying out comprehensive security sector reform and achieving, as appropriate, the disarmament, demobilization and reintegration of [national] armed groups and disarmament, demobilization, repatriation, resettlement and the reintegration of foreign armed groups to achieve the long-term stabilization of [the affected country], taking into account the need to create security conditions that guarantee sustainable economic development and highlighting the importance of the contribution they have made in these areas international partners."	1
"Establishing regular programs to inspect reporting entities to ensure compliance with anti-money laundering and anti-terrorist financing requirements is a serious challenge for some States as it is resource-intensive."	1
"k) Provide military training, including in human rights, international humanitarian law, child protection and prevention of gender-based violence to various members and units of the FARDC integrated brigades deployed in the eastern part of the Republic Democratic Republic of the Congo, as part of broader international initiatives to support security sector reform;"	1
"c) Looting by Eritrean soldiers of private homes, businesses and other entities;"	0
"In response to its request, MONUSCO also provided support to the efforts of the Alliance des patriotes pour un Congo libre et souverain to integrate into the FARDC."	1
"i) Goods received by SCOP: 1,134,470 pounds sterling"	0
"In its resolution 2122 (2013), the Council committed to paying greater attention to women, peace and security issues in all relevant thematic areas before it, including the protection of civilians in conflict. armed groups, post-conflict peacebuilding, promoting and strengthening the rule of law in the maintenance of international peace and security, peace and security in Africa, threats to international peace and security caused by terrorist acts, and the maintenance of international peace and security."	1
"Some reiterated the need for closer coordination among United Nations counter-terrorism entities."	0
"II. EVENTS OCCURRED DURING THE PERIOD UNDER REVIEW"	0
"The United Kingdom has established a criminal justice task force that trained judicial officials to hear counter-narcotics cases in Kabul; 65 cases have been filed that led to 15 convictions with sentences of three to nine years in prison."	0
"Recent events in the region confirm the concerns that its interlocutors have systematically conveyed to the mission."	0
"Seven States have adopted some measures to monitor, regulate and control the production, sale and transfer of weapons and explosives."	1
"This assessment is carried out by examining each of the possible types of loss."	0
"We have turned to the Council on several occasions to urge Israel to end its military attacks, ensure the protection of the civilian population and end the illegal punitive measures that are causing a deliberate human catastrophe in the Gaza Strip."	0
"19. Emphasizes in this regard the importance of Member States devising alternative non-violent means of conflict prevention and resolution by affected individuals and local communities in order to reduce the risk of radicalization with recourse to terrorism, and to to promote peaceful alternatives to the violent rhetoric espoused by foreign terrorist fighters, and emphasizes the role that education can play in countering terrorist rhetoric;"	1
"Their evaluation appears in bimonthly reports, a practice that has contributed to increasing awareness of human rights problems."	1
"International terrorism remains one of the most serious threats to international peace and security."	0
"A new message is interspersed in the video with sequences in which Mustafa Abu Al Yaced, also called Sheikh Saeed, the head of Al-Qaida in Afghanistan, appears with Taliban leaders; excerpts from Bin Laden's messages; television news; actions of important Heads of State and Government, many of them from Arab countries; officials of the Central Intelligence Agency (CIA); officials of the North Atlantic Treaty Organization (NATO); counterterrorism experts; Muslim religious; academics; journalists; Western lawyers and supporters of Al-Qaida."	0
":: Restrictions or regulations, if applicable, on the movement of precious objects, such as gold, diamonds and other related items."	0
"However, additional measures are needed regarding the criminalization of the illicit production, possession and trafficking of small arms and light weapons, as well as explosives."	0
"Three States have enacted legal provisions to authorize extradition, mutual legal assistance and the exchange of information and have concluded relevant bilateral treaties or other agreements with other States."	1
"Minister of the Interior, Vice President of the MRND"	0
"At the end of September, MINURCAT finished refurbishing the Iriba prison, improving prison conditions and prison security."	1
"The Team has already verified one such case."	0
"First, the establishment of special courts prompted national authorities to join the fight against impunity for these same crimes."	1
"As noted above, this approach is based on improving the Executive Directorate's knowledge of current challenges in the fight against terrorism, knowledge gained through active dialogue with States, in particular within the framework of their evaluation visits to countries. The Executive Directorate continues to process specific requests for technical assistance related to the needs identified in the States it has visited and carries out this work selectively by choosing the donors it considers most willing to collaborate, either because they already participate in existing programs in a given country. State or because they have a marked interest or clear technical capacity in the area in question."	1
"Most States have legislation on money laundering, and four of them incorporate the financing of terrorism as a predicate crime."	1
"In conclusion, I would like to thank my Special Representative, Ameerah Haq, for her leadership, and all the staff of UNMIT and the United Nations country team for their efforts in supporting the people of Timor-Leste to promote cause of peace, stability and development."	1
"The Czech Republic is a party to the Convention, which does not require the introduction of new specific criminal types."	0
"The sanctions regime is only effective when it is correctly understood, in particular by Member States, whose participation is essential for the List to be robust and its implementation appropriate."	1
"In addition, MINUSTAH is currently assessing the need for specialized observation aircraft to carry out surveillance and patrol operations in land border areas and coastal areas, which are generally inaccessible."	1
"12/403/90 - September 1990"	0
"(d) The Committee shall ensure that measures taken by Member States to combat terrorism are in line with their obligations under international law, in particular human rights, refugee and humanitarian law;"	1
"Support to thematic groups on gender in post-conflict situations, in collaboration with gender advisors of peacekeeping missions and other teams in countries, agencies, funds and programs of the United Nations."	1
"Biological risk management and Security Council resolution 1540 (2004)"	1
"The trial of General Sanogo remains at the preliminary stage; the investigation into the September 2012 killing of 16 preachers at a Malian armed forces camp in Diabaly is continuing; the summary execution of three Tuaregs in February 2014 in DjÃ©bock (Gao region) is being investigated; and four Malian armed forces soldiers remain in detention."	0
"The Monitoring Group has obtained an audio recording of Tesfamicael in which he reveals, in March 2013, that several vehicles were delivered to Eritrea under the custody of the Government Workshops Department in Asha Golgol."	0
"Reaffirming its resolutions 1265 (1999) and 1296 (2000) on the protection of civilians in armed conflict, its various resolutions on children and armed conflict and on women, peace and security, as well as its resolution 1631 ( 2005) on cooperation between the United Nations and international organizations in the maintenance of international peace and security, and further reaffirming its determination to ensure respect for and follow-up to these resolutions,"	1
"The German ship BBC China, sailing under the flag of Antigua, was diverted from its route to an Italian port and searched."	0
"This included the organization of orientation sessions for all UNMIT civilian and police personnel upon arrival at the Mission."	1
"Recognizing that strengthening national human rights institutions and respect for human rights, due process guarantees and the fight against sexual and gender-based crime and violence, as well as measures to end impunity, are essential to ensuring the rule of law and security in [the affected country],"	1
"Botan Ise Alin \"Haaraan Kunaar\", Minister of Militia Training and Instruction of the Transitional Federal Government"	0
"States should be able to apply required legal measures, such as the seizure of funds, whenever there is suspicion of money laundering or financing of terrorist acts."	0
"4. Urges the Executive Directorate of the Counter-Terrorism Committee to continue to strengthen its role in providing technical assistance for the implementation of resolution 1373 (2001) in order to enhance the capacity of Member States to combat terrorism according to their needs in that area;"	1
"The Security Council stresses that an inclusive political settlement and the successful deployment of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) are essential to the restoration of peace and stability in Darfur."	1
"The explosion that killed Mr. Hariri and 22 other people occurred above the road."	0
"Recalling the conclusions of the final report (S/1994/1405) of the Committee of Experts established pursuant to its resolution 935 (1994), one of which is that \"there is overwhelming evidence to demonstrate that... acts [were] perpetrated of genocide against the Tutsi ethnic group\", and noting that Hutus and other people who opposed it were also killed during the genocide,"	0
"In practice, both commissions made inquiries about the true property rights for restitution purposes, instead of granting compensation, in line with the political will to prioritize the return of people who had been displaced as a result of ethnic discrimination and hostilities to their places of origin over other durable solutions."	1
"These provisions are listed in Annex 1."	0
"This initiative, which is open to all Member States, aims to promote measurable reductions in armed violence around the world and tangible improvements in human security by 2015."	1
"Which will be held on Wednesday, September 30, 1998, at 3:30 p.m."	0
"It demonstrated that the gas masks involved had no residual value and were written off entirely from its accounts."	0
"The United Nations Alliance of Civilizations launched several programs in Africa to prevent radicalization. One of them focuses on communities in Nigeria and is aimed at youth, women and community leaders with a view to facilitating dialogue and collaboration between members of different groups."	1
"These three States have implemented the United Nations Program of Action to Prevent, Combat and Eliminate the Illicit Trade in Small Arms and Light Weapons in all its aspects, but two other States have not reported on the implementation of the Program and do not appear to have established a national law enforcement program to combat arms smuggling."	1
"Torture, rape and other arbitrary cruelties committed by guards and other prisoners are widespread and enjoy complete impunity."	0
"Compliance with these bans has also benefited from the public notoriety of those subject to them, which makes them more recognizable and reduces the likelihood of them traveling under a false identity."	1
"Those who are currently gaining greater operational terrorist experience are still young, mainly individuals between the ages of adolescence and 35."	0
"Increasing cooperation with the Peacebuilding Commission was also considered to be of great importance to the Council's work programme. In particular, participants favored a more strategic approach to increasing cooperation with the Commission in order to emphasize a smooth transition of operational responsibilities from peacekeeping to peacebuilding and to increase accountability in both cases."	1
"With multilateral financing suspended, the Government of CÃ´te d'Ivoire depends on the cocoa harvest to remain solvent and pay its civil servants, including the military. Cocoa is an important source of funds for procurement unbudgeted or extra-budgetary military funds of the Government, and although the amount of cocoa income has decreased, the percentage taken from the amount available is still high,"	0
"The fact that States and the Committee seek to maintain the inclusion of ideologues on the List despite their limited impact seems to indicate a broader trend in the fight against terrorism, which is to maintain a balance between efforts to catch and detain to terrorists and efforts to prevent other people from becoming terrorists."	1
"As can be seen, there is no need for malicious intent to initiate proceedings under this Law."	0
"Brazil ratified the Biological Weapons Convention in 1973."	0
"In close cooperation with the committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay particular attention to States that are in arrears in submitting relevant information and will explore how best to address this problem."	1
"Despite this, the detainees were subjected to serious acts of violence against the life and integrity of people."	0
"Most states in Western Europe, Eastern Europe and Central Asia, and the Caucasus subregions already have extensive counter-terrorism legislation."	1
"Only in one State have measures been put in place and are fully implemented to prevent the misuse of asylum procedures."	1
"As I said before, the application of double standards in the treatment of terrorism and terrorist groups is also a cause of serious concern that seriously undermines the efforts of the international community in its fight against terrorism."	0
":: Hon. Mr. Al-Sayyid bin Masoud Rashid, Vice-President of the Union of the Comoros"	0
"We were prevented from even condemning the violence and approving a peaceful plan drawn up by Syria's own neighbors."	0
"Furthermore, the OIC insists that the Security Council must fulfill its responsibility to maintain international peace and security and act immediately to implement its relevant resolutions in order to promote the achievement of a just, lasting and peaceful solution to this protracted and tragic conflict, and realize the inalienable rights of the Palestinian people."	0
"UNOMIG military observers continued to carry out their mandated tasks, patrolling daily, maintaining contact with local authorities and coordinating their work with the collective peacekeeping forces of the Commonwealth of Independent States (CIS) and the law enforcement agencies of both parties."	1
"Seven have established in their domestic legislation their jurisdiction over the relevant crimes, five have adopted some measures to that end, and for nine States there is insufficient information on the matter."	1
"Women and conflict prevention and resolution Calls upon all stakeholders to ensure that the protection of women and children is incorporated into the implementation of the [political agreement], as well as in the post-conflict reconstruction and recovery phases."	1
"38. Instructs the Committee to identify possible cases of non-compliance with the measures set out in paragraph 1 above and to establish appropriate action in each case, and requests the Chairman to include information on the progress of the Committee's work on this matter in the reports submitted periodically to the Council in accordance with paragraph 46 below;"	1
"a) Approve and implement national legal frameworks to combat terrorism of a comprehensive and systematic nature that cover all terrorist crimes defined in international counter-terrorism instruments, and that comply with international human rights standards;"	1
"Somalia's long-term security and stability will require a reliable and effective justice system."	0
"Although it may take some time before the Treaty enters into force, it could be a useful tool to further advance the implementation of the sanctions regime established pursuant to resolution 1267."	0
"Both cooperated in controlling security at the most important public events, in repressing political violence and in adopting special security measures in favor of threatened minority communities."	1
"States should address all aspects of denial of shelter, as a variety of interrelated measures, such as legislation, law enforcement, border control, refugees and asylum, must be adopted to ensure an effective system."	1
"C. Eastern Europe Most Eastern European states have criminalised incitement to terrorism."	1
"Likewise, the reduced presence of the High Commissioner in the camps and among the refugees constitutes another impediment established by the host country so that this institution cannot fulfill its mandate."	0
"Despite the recent escalation in the number and severity of their attacks, the future of the Taliban is uncertain."	0
"32. Welcomes the regular reporting by the Government of Afghanistan on the content of the List and the effects of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and supporting the Afghan-led reconciliation initiative;"	0
"Furthermore, it underlines the need for unreserved adherence to the integration process of the armed forces, in accordance with the spirit of the Global and Inclusive Agreement."	0
"1. Agreement on the single export control procedure of the Member States of the Eurasian Economic Community"	0
"1. Loyada to Somalia"	0
"Which will be held on Tuesday, June 7, 2011, at 10:00 a.m."	0
"The ability to prevent terrorists from organizing and moving freely through the territories of Member States of the subregion (especially in the Sahel) depends not only on the effectiveness of bilateral and subregional collaboration, but also on the measures adopted to put an end to implementing the best international codes and practices relating to law enforcement and border control as well as the effective protection and supervision of borders, coasts and inland regions."	1
"Conceived as an internal mechanism to enhance expertise and coherence and contribute to activities related to the core work of the Executive Directorate, these groups will initially be established in the following functional areas:"	1
"Currently, only the Presidency holds its position on a full-time basis."	0
"d) Sports and gymnastics equipment"	0
":: Enhance cooperation to prosecute terrorists, including cooperation in the prevention, investigation and prosecution of terrorists and terrorist crimes"	1
"H. Preventing and responding to acts of sexual exploitation and abuse by United Nations officials, related personnel and partners;"	1
"Demobilized combatants will receive subsistence allowances in the amount of approximately US$940, of which 25% will be paid at the time of demobilization, another 25% after 45 days and the remainder 90 days later."	1
"The adoption of a presidential statement calling for, among other things, the reaffirmation of international solidarity in the fight against terrorism and urging Member States to do more in the fight against terrorism."	0
"That State indicated that it used the media and specific programs to promote religious tolerance and dialogue between all denominations and ethnic nationalities and that many of its member States had established interfaith committees or groups in which diverse groups participated. religious leaders to promote understanding and tolerance."	1
"a) Promote the adoption by all States of comprehensive and coherent counter-terrorism legal frameworks that facilitate the implementation of legally sound and consistent counter-terrorism strategies;"	1
"As the Commission's work progressed, more witnesses came forward to testify."	1
"Likewise, records are kept of the laboratories authorized by the National Agri-Food Health and Quality Service (SENASA)."	0
"Namibia is not in a position to do so."	0
"b) A Sanctions Implementation Support Team, coordinated by the Monitoring Group, of up to 15 members with experience in areas such as customs, border security and counter-terrorism measures, deployed in the States referred to in paragraph 2 above, in full consultation and close cooperation with those States;"	1
"All States have passed laws to prevent and suppress the movement of terrorists across borders, and four States take concrete measures to prosecute those who violate these rules."	1
"Calls upon all stakeholders to ensure that all peace processes and agreements and all post-conflict recovery and reconstruction planning... include concrete measures for the protection of civilians, including restoration of the rule of law."	0
"It also supported building enforcement capacity to enforce maritime law and, to that end, created a new Trust Fund for Maritime Security in West and Central Africa."	1
"Regarding the Monitoring Team's recommendation on the payment of ransom to listed entities (para. 60), the Committee wishes to refer to paragraph 5 of resolution 1904 (2009), in which the Council confirmed that the provisions of paragraph 1 a) of the same resolution would also apply to the payment of ransoms to individuals, groups, companies or entities appearing on the Consolidated List."	1
"Following the withdrawal of the Syrian Arab Republic from Lebanon, the time has also come to begin to redefine the relationship between these two neighboring countries that have been so close throughout history."	1
"The Committee will continue to organize special meetings and events on topics and issues of common concern and interest to Member States, with a view to maximizing the impact of the resolutions and maintaining the international community's commitment to combating terrorism."	1
"United Nations human rights mechanisms have expressed concern, for example, about measures taken by some States to restrict and, in some cases, criminalize the activities of certain religious groups or their members."	0
"One State reported that it had established a center for interfaith dialogue and had organized and hosted numerous related events."	1
"2. Reaffirms the need for full respect of the military agreements concluded with the United Nations Mission for the Referendum in Western Sahara (MINURSO) regarding the ceasefire and calls upon the parties to fully adhere to these agreements;"	1
"c) Prevent the supply, sale or transfer, direct or indirect, to those persons, groups, companies or entities, from their territory or by their nationals, outside their territory or by means of ships or aircraft of their flag, of weapons and related materials of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and related spare parts, as well as technical advice, assistance or training related to military activities;"	1
":: On December 22, 2001, Gus Kouwenhoven arrived in Monrovia from Abidjan."	0
"Many States have not reviewed the potential terrorist financing risks that this sector may pose, although the United Kingdom in particular has established mechanisms to assess and protect these organizations and, through the Charities Commission's international programme, to achieve effective dissemination internationally and contribute to capacity-building in other parts of the world."	1
"b) Contribute to improving the security conditions under which humanitarian assistance is provided, and assist the voluntary return of refugees and internally displaced persons;"	1
"In the former Yugoslavia, Rwanda and Darfur, after taking ineffective measures to stop widespread killings, the international community was horrified by the scale and nature of the violence."	1
"European Union Member States are also required to criminalize \"public provocation\" under amendments introduced in 2008 to the 2002 Framework Decision on Combating Terrorism."	0
"To this end, the Department identified several key objectives for this process. One was the mandatory establishment of three committees on policy and finance, community affairs and mediation."	1
"Regime forces were responsible for 363 of those deaths, including 82 children and 48 women; 17 people were killed by ISIL."	0
"46. ​​The situation in Myanmar (September 15, 2006; July 13, 2009)."	0
"Fourth, piracy off the coast of Somalia is an international problem, requiring our collective efforts and contribution."	0
"Members of the Lord's Resistance Army were allegedly involved in all of the attacks."	0
"This is a real threat, although it has been largely contained through careful cooperation at the national, bilateral and multilateral levels."	1
"The approval of the electoral law by Parliament would allow the Independent Electoral Commission to establish the electoral calendar and continue with the organization of the elections."	1
"The Security Council attaches great importance to the role of the Organization of African Unity and welcomes its decision to establish an international team of prominent figures to investigate the genocide in Rwanda and related events (S/1998/461)."	1
"The Office of Information and Administration will monitor the end-of-term evaluations in the electronic performance appraisal system (e-PAS) of all Executive Directorate staff and will help promote the mobility of all staff participating in the evaluation. new voluntary network exchange initiative through lateral transfers by groups integrated into networks, such as the occupational network of politics, peace and security."	1
"During its recent visits to refugee camps, internally displaced persons centers and nearby villages, MINURCAT received fewer reports of human rights violations."	1
"Notes that civilians constitute the vast majority of internally displaced persons and other vulnerable groups in situations of armed conflict, and are therefore entitled to the protection that must be provided to civilians under existing international humanitarian law."	0
"The Security Council welcomes the fact that effective measures to combat piracy through increased national, bilateral and multilateral initiatives, as well as regional cooperation mechanisms, have led to a significant reduction in the number of successful piracy-related attacks carried out in various regions, and recognizes the need to continue efforts with such anti-piracy measures, as progress can be reversed while conditions on land are conducive to piracy activities at sea."	1
"v) Collaborate with competent international and regional organizations in order to promote knowledge and compliance with the measures;"	0
"5. Stresses the importance of good governance and the need to combat corruption, money laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards set out in the Forty Recommendations revised recommendations of the Financial Action Task Force (FATF) on combating money laundering and the financing of terrorism and arms proliferation, including by adopting and effectively implementing legislative and regulatory measures, to enable competent national authorities to freeze, seize, confiscate and manage criminal assets, in order to combat illicit financial activities, including the financing of terrorism and money laundering, and encourages States in the African region to continue their collaboration with regional bodies similar to the FATF, such as the Intergovernmental Action Group against Money Laundering in West Africa (GIABA), the Eastern and Southern Africa Group against Money Laundering (GBDAOM) and the Financial Action Task Force for the Middle East and North Africa (GAFIOMAN );"	1
"The system is intended to be available to various user groups, including the CTO and experts appointed to support the Committee established pursuant to resolution 1540 (2004), while ensuring the protection of material provided by Member States on a confidential basis."	1
"Members of the Council have before them document S/2005/745, which contains the text of a letter dated 7 December 2005 addressed to the President of the Security Council from the Chairman of the Security Council Committee established pursuant to the resolution 1521 (2003) relating to Liberia by which the report of the Group of Experts on Liberia is submitted."	0
"The Council also notes the mandate of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) and BINUCA to cooperate and rapidly share information regarding the regional threat posed by the LRA."	1
"The Security Council reiterates its deep concern about the threat of terrorism and the risk that non-State actors may acquire, develop, traffic or use weapons of mass destruction and their means of delivery."	0
"Since August 2005, the United Nations Security and Rule of Law Program has been providing technical and financial support to a law enforcement seminar and training course for the Somalia Police Force in Kampala."	1
"The work of the United Nations to formulate regional and national counter-terrorism strategies provides a good political framework for collaboration between countries."	1
"This decision established from that date a ban on commercial, economic, financial and transport relations, among others, with Abkhazia at the State level."	0
"New regional and bilateral mechanisms for law enforcement cooperation have been created, for example regarding early warning mechanisms and intelligence cooperation."	1
"40. Welcomes the regular reporting by the Government of Afghanistan on the content of the List and the effects of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and supporting the Afghan-led reconciliation initiative;"	0
":: Government Regulation No. 2/2001, relating to the protection of victims and witnesses of serious violations of human rights;"	0
"European Convention for the Suppression of Terrorism; It was signed on February 13, 1992, ratified on April 15, 1992, and entered into force in the Federal Republic of Czechoslovakia on July 15, 1992."	1
"Which will be held on Thursday, July 30, 1998, at 1:35 p.m."	0
"As the United Nations system and its partners transition from humanitarian response to recovery and development activities, a strategy will be developed for the disengagement of the Office for the Coordination of Humanitarian Affairs in the country."	1
"In this framework, the Heads of State and Government agree that it is necessary to review the current legal texts, in particular the ECOWAS Protocol on the Mechanism for the Prevention and Resolution of Conflicts, the Maintenance of Peace and Regional Security and the Additional Protocol on Democracy and Good Governance, in order to reflect best practices regarding presidential mandates."	0
"I must say that the topic you have set for our debate today, while exciting, is a great challenge."	0
"New concerted efforts will be needed to end the continued flagrant violations of human rights by armed groups and FARDC against the civilian population in Ituri, the Kivus and the central and northern region of Katanga, which are seriously undermining the efforts to stabilize these areas and affecting the organization of the elections."	0
"The Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission to Afghanistan (UNSMA) and those of the Special Envoy of the Secretary-General for Afghanistan, in order to facilitate the political process to achieve the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of Afghan society, and reiterates its position that the United Nations must continue to play a role central and impartial in international efforts to achieve a peaceful solution to the Afghan conflict."	1
