"es"	"MatConf"
"La Dirección Ejecutiva del Comité contra el Terrorismo ha organizado talleres sobre gestión del control fronterizo en distintas regiones y tiene pensado continuar haciéndolo en el futuro. a) Poner en práctica procedimientos de prevención, inspección y detección más activos, sobre la base de las evaluaciones de los riesgos, el intercambio y el análisis de información y la cooperación internacional en los pasos fronterizos oficiales, así como a lo largo de las fronteras abiertas o permeables;"	0
"El Movimiento Katanga Bakata ha desestabilizado gran parte de la provincia desde 2012 cuando, tras fugarse de la cárcel, Kyunugu Mutanga Gédéon empezó a obligar a la población local, incluidos los niños, a unirse a sus filas o huir."	1
"Sin embargo, pese a la mayor presencia en la zona, la temporada de recolección de la avellana dio lugar a un recrudecimiento de las actividades delictivas, incluidos 3 tiroteos, 1 asesinato, 4 secuestros y 40 robos a mano armada."	1
"Algunos informes han sugerido, y unos pocos han determinando, que el tipo y la índole de las transgresiones cometidas por el Gobierno y sus milicias tienen elementos del crimen de genocidio."	1
"Existe también un cúmulo de antecedentes verosímiles que dan a entender que se han cometido a sabiendas actos criminales como parte de ataques generalizados o sistemáticos contra la población civil."	1
":: Ser parte en los instrumentos en los cuales aún no lo es; y"	0
"Dicha decisión estableció a partir de esa fecha una prohibición de las relaciones comerciales, económicas, financieras y de transporte, entre otras, con Abjasia a nivel de Estado."	1
"Por ejemplo, la dificultad de vigilar las fronteras en la región del Sahel y el Sáhara ha permitido a la Organización de Al-Qaida en el Magreb Islámico* y sus asociados desplazarse con libertad, recaudar fondos mediante el contrabando, comprar armas y explosivos y entrenar a los nuevos reclutas en condiciones de relativa seguridad."	1
"Varias operaciones de paz recientes, en particular la MINUSMA, han incorporado en sus estructuras de análisis conjunto y planificación de la misión un análisis de la delincuencia transfronteriza."	1
"Sin embargo, en el régimen de sanciones no se contempla expresamente este aspecto crucial de la capacidad militar, aunque sí está ampliamente cubierto por las disposiciones vigentes de exportación y control de armamentos adoptadas por Estados Miembros e instituciones multilaterales."	1
"La Comisión recibió información fidedigna de que varias personas habían sido arrestadas por agentes de seguridad o de los servicios de inteligencia militar."	0
"El General de Brigada Ruak dijo a la Comisión que él sabía que no existía ninguna ley específica que permitiese armar a \"reservistas\" y manifestó que, tras proponérselo al Ministro de Defensa, éste le había autorizado a hacerlo."	1
"Los oficiales armados contestaron que todos eran \"de todas formas, iguales\" y comenzaron a destrozar la casa."	1
"Por ejemplo, en el caso del genocidio, una persona que intente asesinar a un conjunto de personas que pertenezcan a un grupo protegido con la intención concreta de destruir al grupo (total o parcialmente) puede tener como motivo el deseo de apropiarse de los bienes pertenecientes a ese grupo o conjunto de personas, el impulso de vengarse de ataques anteriores cometidos por los miembros de ese grupo o el deseo de complacer a sus superiores que desprecian a ese grupo."	1
"También se debe poner de relieve la responsabilidad política de las personas que habían organizado la marcha, a pesar de la prohibición y del tenso clima creado por la delimitación de una \"zona roja\", la movilización y utilización del ejército y las declaraciones formuladas por la más alta autoridad del Estado."	1
"2) El infractor será castigado con pena de prisión de 3 a 10 años de duración:"	1
"m) IMI Yorkshire Copper Tube (Exports) Limited (Reino Unido): 85.415 dólares de los EE.UU.;"	0
"Se les proporcionaron los datos de matriculación y afirmaron que lo investigarían y darían al Grupo una respuesta."	0
"S/RES/1564 (2004), párr. 12"	0
"La Comisión también constató que grupos rebeldes habían perpetrado ataques, en casi todos los casos contra objetivos del ejército, la policía o las fuerzas de seguridad."	1
"Se ha denunciado que en algunos Estados, las fuerzas militares han cometido ejecuciones sumarias o extrajudiciales, en violación del derecho de la guerra y las normas de derechos humanos."	1
"En conclusión, y coincidiendo con la mayoría de los informes de otras fuentes al respecto, la Comisión comprobó que la mayoría de los actos de saqueo fueron perpetrados por los Janjaweed y, en algunos casos, por las fuerzas del Gobierno."	1
"Por otra parte, tanto su misión de constatación de los hechos como su labor de identificación de los autores se habrían beneficiado con la asistencia de un gran número de investigadores, abogados, analistas militares y expertos forenses."	0
"Que se celebrará el martes 15 de junio de 2010 a las 10.00 horas"	0
"2. Decide que las personas previamente designadas como talibanes y las demás personas, grupos, empresas y entidades asociadas con ellos cuyos nombres figuraran en la sección A (\"Personas asociadas con los talibanes\") y la sección B (\"Entidades y otros grupos o empresas asociados con los talibanes\") de la Lista consolidada mantenida por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas en la fecha de aprobación de la presente resolución ya no formen parte de la Lista consolidada, sino que figuren en la Lista que se describe en el párrafo 1, y decide además que todos los Estados sigan tomando las medidas que se describen en el párrafo 1 contra esas personas, grupos, empresas y entidades incluidos en la Lista;"	0
"Cabe esperar que los debates sobre la cuestión que mantenga la Asamblea den un importante impulso adicional al establecimiento de un sistema mundial eficaz para conjurar nuevos peligros y amenazas por el bien de todos los miembros de la comunidad internacional."	0
"El 8 de febrero 418 peticionarios se manifestaron ante el Palácio das Cinzas, residencia del Presidente."	1
"Las condiciones de seguridad en la mayor parte del país siguieron siendo delicadas, pero en general estables, y fueron pocos los incidentes de que se tiene constancia."	1
"La situación en Ituri ha sido especialmente grave."	0
"En las reuniones internacionales, el Equipo ha tenido la posibilidad de examinar la sensibilización de los Estados respecto del régimen de sanciones sin que hubiera preparación."	0
"14. La situación en Sierra Leona (27 de noviembre de 1995; 16 de julio de 2009)."	0
"Según los registros de esa empresa, las tarjetas fueron enviadas a la sucursal de la tienda en Trípoli."	0
"Los oficiales ordinarios de la Policía Nacional sólo disponían de sus armas."	1
"En vista del material que ha recibido y las reuniones que ha celebrado, la Misión está convencida de que el conflicto ha tenido graves repercusiones para los derechos humanos."	1
"ii) Ajustes a los gastos efectuados 136 - 139 44"	0
"No deben subestimarse los importantes desafíos y los problemas relacionados con la seguridad y la reconciliación nacional, los cuales requieren, en mi opinión, la atención política del Consejo."	0
"Sin embargo, algunos dirigentes de Mogadishu acusaron al Presidente de acudir al territorio de Etiopía para adquirir armas y tropas para sus futuras actividades en Somalia."	0
"Las células, las ramas o los grupos asociados deben ahora operar de modo autónomo y financiar ellos mismos sus actividades."	1
"Destacando la necesidad de que los presuntos autores de crímenes contra los niños en situaciones de conflicto armado sean sometidos a la acción de la justicia mediante los sistemas nacionales de justicia y, cuando proceda, los mecanismos internacionales de justicia y las cortes y los tribunales penales mixtos para poner fin a la impunidad."	1
"Vigila también la integridad del sistema financiero y de sus administradores."	0
"Algunos reiteraron la necesidad de una coordinación más estrecha entre las entidades de las Naciones Unidas de lucha contra el terrorismo."	0
"67. La República Popular Democrática de Corea utilizó sus servicios de inteligencia y sus fuerzas terrestres y navales para proceder a los secuestros y detenciones."	1
"El componente militar sigue prestando servicio en condiciones sumamente difíciles en el norte."	1
"En consecuencia, se ha limitado a reunir información fiable acerca de las personas de quienes podría sospecharse que son responsables por crímenes cometidos en Darfur."	0
"El General de Brigada pidió que se interrumpiera el tiroteo para que sus hijos pudieran ser evacuados de la casa."	1
"La Representante Especial lamentaba que la situación de los derechos humanos siguiera caracterizándose por vulneraciones constantes y advirtió de que la situación podía incluso empeorar con la aprobación y aplicación de un nuevo proyecto de ley sobre seguridad."	0
"En su resolución 2122 (2013), el Consejo se comprometió a prestar mayor atención a las cuestiones relativas a las mujeres, la paz y la seguridad en todas las esferas temáticas pertinentes de que se ocupa, en particular la protección de los civiles en los conflictos armados, la consolidación de la paz después de los conflictos, la promoción y el fortalecimiento del estado de derecho en el mantenimiento de la paz y la seguridad internacionales, la paz y la seguridad en África, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, y el mantenimiento de la paz y la seguridad internacionales."	0
"No es necesario, aunque puede ser útil, probar que el ataque es resultado de una política o un plan."	1
"La continuación de los ataques asimétricos a personal de mantenimiento de la paz de las Naciones Unidas, así como los asesinatos y secuestros selectivos de civiles, son hechos preocupantes."	1
"8. En Somalia, desde inicios de 2007, muchos de los atentados con bombas y ataques suicidas que se han cometido de acuerdo con las prácticas de los grupos asociados con Al-Qaida en el Iraq o el Afganistán han sido reivindicados por el movimiento Al-Shabaab, que no figura en la Lista."	1
"Con la excepción de los casos en que una persona es sorprendida en flagrante delito, los funcionarios encargados de hacer cumplir la ley deben presentar una orden de detención para arrestar o detener a una persona."	1
"En cuanto a la condición de que un ataque debe ser \"sistemático\", se requiere que los actos sean organizados y que no sea probable que ocurran al azar."	1
"Se prevé que la sentencia se dictará en diciembre de 2010."	0
"Internet también ha ayudado a Al-Qaida a aumentar el impacto entre el público de las operaciones relativamente escasas que ha podido ejecutar y, de esa forma, ha contrarrestado algunos de los efectos buscados con el embargo."	1
"En Libia el colapso del control estatal tras la caída del régimen de Gadafi en 2011, junto con la ineficacia de los controles fronterizos y el arsenal de armas, dio lugar al desarrollo de un importante mercado ilícito de armas en el país, que alimentó el conflicto existente tanto en su seno como en toda la región del Sahel."	1
"Dijo que la dirección del RDC había vuelto a tomar el control y procedía a localizar a sus oponentes."	1
":: Decisión del Consejo 2010/413/PESC, de 26 de julio"	0
"Todos esos acontecimientos han repercutido negativamente en los avances y los resultados logrados en el ámbito de la paz, la seguridad, la reconciliación y la estabilidad en general."	1
"Los comprendidos en los tratados celebrados con otros Estados (Artículo 6 Nº 8 del COT)."	0
"Los movimientos rebeldes también participaron en actos de saqueo, principalmente contra comisarías de policía con el fin de obtener armas; en unas pocas ocasiones, los rebeldes también robaron bienes privados."	1
"Los organismos estatales de policía y seguridad de Bosnia y Herzegovina han procurado aplicar medidas para mejorar la cooperación, y el grupo de trabajo sobre el Tribunal establecido conjuntamente por el Gabinete del Primer Ministro y el Representante Especial de la Unión Europea y la Oficina del Alto Representante sigue supervisando la aplicación de esas medidas. El 8 de agosto se detuvo en la Argentina a Milan Lukic, el 25 de agosto se capturó en Siberia occidental a Dragan Zelenovic y el 13 de septiembre Sredoje Lukic se entregó en Banja Luka a las autoridades de la República Srpska."	1
"La Comisión también halló casos de saqueos cometidos por los rebeldes, en particular, durante ataques a comisarías de policía y otras instalaciones gubernamentales, donde los rebeldes robaron armas del Gobierno."	1
"Las investigaciones muestran que cuando las intervenciones externas en los conflictos internos no dan lugar a un rápida victoria militar, es probable que tengan como consecuencia que los conflictos internos duren más."	1
"En tercer lugar, los talibanes han sufrido la muerte o la detención de muchos líderes de nivel medio y algunos de alta jerarquía y, si bien hay muchas personas que podrían ocupar su lugar, los nuevos comandantes son más jóvenes y tienen vínculos menos estrechos con la Quetta Shura, que por consiguiente puede controlar menos su conducta y tiene más dificultades para afirmar su autoridad sobre el movimiento en su conjunto."	1
"Ninguna de las dos partes había retirado todavía sus fuerzas de la zona, en contravención del acuerdo de 20 de junio de 2011."	1
"Que se celebrará el miércoles 12 de diciembre de 2012, a las 15.00 horas"	0
"Un importante líder de Al-Itihaad encargado de campamentos de entrenamiento compró fusiles de asalto AK-47, ametralladoras PKM, lanzacohetes RPG-7, granadas de mano F1, fusiles lanzagranadas, munición de mortero de 60 y 82 milímetros en el mercado de armas de Irtogte entre el 7 y el 21 de noviembre de 2004. El mismo individuo compró 2 ametralladoras PKM, 10 ametralladoras medianas SG-43, 120 pistolas Tokarev TT-33 y 60 cargadores para rifles de asalto AK-47 el 27 de noviembre de 2004, así como 16 ametralladoras PKM y munición para lanzacohetes RPG-7 el 15 de enero de 2005 (S/2005/153, anexo II)."	1
"Se cree que los terroristas de esta región dependen sobre todo de las armas convencionales."	1
"Es importante recordar, sin embargo, que aparte de esas medidas de fomento de la confianza, el Gobierno de Côte d'Ivoire sigue siendo responsable de la seguridad y la protección de sus ciudadanos. El Ministro de Administración Territorial, Sr. Issa Diakite, fue atacado en Abidján, el 6 de septiembre, por un grupo de Jóvenes Patriotas."	1
"En tales circunstancias no puede atribuirse a la UNOTIL la responsabilidad de haber disparado contra los oficiales de la PNTL."	1
"Que se celebrará el miércoles 21 de noviembre de 2012, a las 10.00 horas"	0
"Noventa y cuatro países han ratificado ya el Estatuto de Roma."	0
"El 12 de noviembre el Consejo aprobó por unanimidad la resolución 2184 (2014), en la que prorrogó otros 12 meses la autorización concedida a Estados y organizaciones regionales para combatir la piratería frente a las costas de Somalia. En la resolución se subrayaba la necesidad de una respuesta amplia a la piratería, en particular abordando sus causas subyacentes; se pedía la liberación inmediata e incondicional de todos los rehenes mantenidos por los piratas somalíes; y se instaba a los Estados a que velaran por que las actividades de lucha contra la piratería tuvieran en cuenta la necesidad de proteger de la explotación a las mujeres y las niñas."	0
"La intención de restringir su movimiento no es ni será una solución definitiva al problema."	1
"El Consejo recuerda a los Estados que deben asegurarse de que las medidas que adopten para luchar contra el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho internacional relativo a los refugiados y el derecho internacional humanitario."	0
"8 de mayo de 2006 Se producen incidentes de violencia en Gleno, en los cuales agentes de la PNTL oriental son atacados."	1
"Al 1° de abril de 2008, sólo se había acantonado a 109 personas."	0
"Las bombas de agua y los pozos han sido incendiados, los utensilios para elaborar alimentos destrozados y las cosechas y los árboles incendiados y talados, tanto en las aldeas como en los wadis, que son una importante fuente de agua para la población rural."	1
"Los soldados heridos en ese combate fueron llevados a Baram para recibir atención médica."	1
"c) Ley Atómica de 29 de noviembre de 2000 (Boletín de Leyes de 2001, No. 3, apartado 18); última actualización: Boletín de Leyes de 2004, No. 70 y No. 96."	0
"La intención del Presidente Bashir en la promesa que hizo el 19 de junio de 2004 de desarmar a los Janjaweed era que ésta fuera aplicable sólo a los bandoleros, no a las Fuerzas Populares de Defensa, la policía popular u otros miembros tribales armados por el Estado para combatir a los rebeldes."	0
"Algunos de esos soldados fueron asesinados en el acto."	1
"El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campamentos de refugiados y desplazados internos."	0
"S/RES/1325 (2000), párr. 15"	0
"El Consejo de Seguridad expresa sus condolencias a las familias de los efectivos de mantenimiento de la paz muertos en combate mientras protegían a la población de la parte oriental de la República Democrática del Congo."	1
"Para asegurar su protección, efectivos de la MINUSTAH lo trasladaron a una comisaría de policía, donde fue detenido posteriormente y procesado por un juez de instrucción, bajo la acusación de haber participado en el secuestro y asesinato del Sr. Roche. El 31 de agosto, se trasladó al Padre Jean-Juste al anexo de la Penitenciaría Nacional en que permanecen encarcelados el Sr. Neptune y el ex Ministro del Interior Jocelerme Privert, cuyo encarcelamiento sigue de cerca la MINUSTAH, que también vela por su seguridad."	1
"- Convenio de Ginebra relativo a la protección debida a las personas civiles en tiempo de guerra, 12 de agosto de 1949"	0
"Las atrocidades indescriptibles que se cometen contra los reclusos de los campos de presos políticos kwanliso recuerdan los horrores de los campos que Estados totalitarios establecieron en el siglo XX."	1
"El Consejo de Seguridad señala también la importancia de que exista una estrecha colaboración dentro de todos los organismos gubernamentales, entre ellos y con las organizaciones internacionales para combatir el terrorismo y la incitación a cometer actos terroristas."	0
"2. La situación en Timor Oriental"	0
"El Grupo también tiene conocimiento de Michel Kapylou, quien se hace pasar por consejero del Ministerio de Defensa de Belarús y el Ministerio de Defensa de la República de Côte d'Ivoire."	0
"El total de gastos administrativos correspondientes al bienio terminado el 31 de diciembre de 2005 fue de 32 millones de dólares mientras que en el bienio terminado el 31 de diciembre de 2003 había sido de 73 millones de dólares."	0
"Aplicabilidad de la ley penal fuera del territorio de Letonia"	0
"La lucha contra la delincuencia grave, incluidas la delincuencia organizada y la corrupción, ha resultado difícil para el Servicio de Policía de Kosovo y el sistema judicial."	1
"Mientras que a principios de 2003 muy pocos países de África habían ratificado al menos 4 de los 12 instrumentos jurídicos internacionales contra el terrorismo vigentes entonces, en la actualidad son mayoría los países que han ratificado la mayor parte de esos instrumentos."	1
"Posteriormente, fue asesinado en Siria."	1
"De hecho, en la mayoría de los casos los ataques se dirigieron intencionalmente contra la población y los objetos civiles."	1
"El Consejo de Seguridad toma nota de la decisión de la Cumbre de la Unión Africana en Sirte en la que se pide al Consejo que imponga sanciones contra aquellos que, incluida Eritrea, prestan apoyo a los grupos armados que se dedican a socavar la paz y la reconciliación en Somalia y la estabilidad regional."	1
"Poniendo de relieve la importancia de las operaciones de ayuda humanitaria y condenando todos los actos o amenazas de violencia contra el personal de las Naciones Unidas y los agentes humanitarios y toda politización de la asistencia humanitaria por los talibanes y grupos o personas asociados,"	0
"El conflicto que finalizó en 1999 tuvo profundas consecuencias para las relaciones entre las diversas comunidades de Kosovo, en particular, entre los albaneses y los serbios."	0
"Ataque a un colegio de Tawila, en Darfur septentrional"	1
"En el caso de los 22 jeeps, se hizo caso omiso sin más de los procedimientos normales."	0
"El Consejo de Seguridad reafirma la importancia del principio de no devolución y del derecho de los refugiados a regresar voluntariamente a [el país afectado], y alienta a los países vecinos de [el país afectado] a que protejan a todas las personas que huyen de la violencia existente en [el país afectado], incluidos [los habitantes de una zona específica de la región]. Insta a todos los Estados Miembros a que, sobre la base de los principios de distribución de la carga, apoyen a esos países en la prestación de asistencia a los refugiados y a las comunidades afectadas ..."	0
"B. Fuerzas Armadas de la República de Sierra Leona"	0
"Desde que terminó el último mandato a mediados de marzo de 2005, las relaciones entre el Gobierno Federal de Transición y la oposición han empeorado gravemente, lo que ha incrementado en gran medida la probabilidad de que se produzca una confrontación militar importante entre ambos."	1
"b) Si cometiere ese acto durante una situación de estado de emergencia nacional o de estado de guerra."	1
"La eficacia de las dependencias de lucha contra ese tipo de delincuencia sigue viéndose considerablemente obstaculizada por la escasez de recursos, a pesar de la ubicación conjunta de una Célula de la Policía de las Naciones Unidas contra la Delincuencia Organizada Transnacional con sus homólogos de Malí."	1
"Es necesario que adopten medidas adecuadas para reprimir la financiación del terrorismo."	0
"Su disciplina y su comportamiento, han sido excelentes, lo que honra a ellos mismos y a las Naciones Unidas."	0
"La dependencia de inteligencia financiera inició sus actividades operacionales a principios del decenio de 1990. Se estableció una ley destinada a resolver un problema en aumento de blanqueo de dinero por los grupos delictivos organizados, que fue enmendada en 2002 para incluir la supresión de la financiación del terrorismo. Los \"agentes del mercado de dinero\" fueron obligados a identificar a sus clientes, llevar registros de la identidad de los clientes y de las actividades de las cuentas de los clientes por lo menos durante siete años después de cerrada la cuenta, y a informar a la dependencia acerca de cualquier transacción en efectivo importante (más de 7.000 dólares), operaciones sospechosas, e instrucciones para la transferencia de fondos hacia o desde el país."	0
"El ataque perpetrado en septiembre de 2013 contra el centro comercial Westgate, en Nairobi, da muestra de la capacidad de Al-Shabaab, incluso después de haber perdido terreno en Somalia."	1
"El Grupo de Expertos tuvo acceso a registros de vuelos de los aeropuertos de El Fasher, Nyala y El Geneina en Darfur y del aeropuerto internacional de Jartum correspondientes a diferentes períodos comprendidos dentro del marco temporal del mandato del Grupo."	0
"En algunos de estos incidentes los Janjaweed han contribuido a la destrucción, en particular causando daños a la población civil y cometiendo robos en gran escala durante o después de los combates."	1
":: La realización de ataques contra edificios, materiales, unidades médicas y vehículos de transporte y personal que empleen los emblemas distintivos de los Convenios de Ginebra de conformidad con el derecho internacional;"	1
"14. Decide que el Comité, al determinar si se deben excluir nombres de la Lista consolidada, considere, entre otras cosas, i) si la persona o entidad se incluyó en la Lista consolidada por un error de identificación, o ii) si la persona o entidad ha dejado de reunir los criterios enunciados en las resoluciones pertinentes, en particular la resolución 1617 (2005); al realizar la evaluación indicada en el apartado ii), el Comité podrá considerar, entre otras cosas, si la persona ha fallecido o si se ha demostrado que la persona o entidad ha roto toda asociación, como se define en la resolución 1617 (2005), con Al-Qaida, Osama bin Laden, los talibanes y sus partidarios, incluidas todas las personas y entidades que figuran en la Lista consolidada; Exenciones 15. Decide prorrogar el plazo para el examen por el Comité de las notificaciones presentadas con arreglo al apartado a) del párrafo 1 de la resolución 1452 (2002) de 48 horas a tres días laborables;"	0
"La comunidad internacional se había cansado de lo que, con o sin razón, consideraba que eran dos estructuras lentas, enormes y costosas que, según algunos, tenían una relevancia cuestionable para los más afectados por los crímenes."	0
"En total se han excavado más de 7.000 fosas."	0
"Las medallas se concederán en una ceremonia oficial que se celebrará el Día Internacional del Personal de Paz de las Naciones Unidas, a la que serán invitados los representantes de todos los Estados Miembros de las Naciones Unidas, así como los familiares directos de los condecorados."	0
"Examen establecido en el apartado i) del párrafo 6 de las directrices del Comité."	0
"En San Pedro, el alcalde empezó a destruir más de esos barrios."	1
"Que se celebrará el miércoles 30 de mayo de 2001, a las 10.30 horas"	0
"Al concluir el proceso electoral, será crucial que el Gobierno recién elegido genere dividendos tangibles que se reflejen de inmediato en la vida de todos los ciudadanos de Guinea-Bissau."	0
"Al 2 de febrero de 2010 sólo se habían recibido 27 respuestas."	0
"La Dirección Ejecutiva del Comité contra el Terrorismo se estableció por un período inicial que terminaría el 31 de diciembre de 2007 y con sujeción a un examen completo que el Consejo de Seguridad realizaría a más tardar el 31 de diciembre de 2005."	0
":: El 30 de noviembre de 2014, unos aviones de combate del régimen lanzaron un misil contra una calle comercial en la aldea de Hatla en Deir Ezzor, y murieron a 12 personas, entre ellas 5 niños y 4 mujeres, y 11 resultaron heridas. Se destruyeron seis comercios y tres viviendas."	1
"También destacó el riesgo de que el conflicto se intensificara con la reanudación del período de migración, las elecciones y la falta de diálogo."	0
"El Gobierno del Brasil sigue de cerca los esfuerzos que hace el Gobierno de Haití para preparar las reformas institucionales."	0
"De conformidad con el entendimiento alcanzado entre los miembros del Consejo, quisiera recordar a los oradores que deben limitar sus declaraciones a un máximo de cinco minutos, a fin de que el Consejo pueda realizar su labor rápidamente."	0
"Otros soldados empezaron a golpear a las otras cuatro mujeres, incluida la testigo."	1
"A pesar de los recientes avances, las restricciones logísticas, políticas y de seguridad dificultarán sumamente la desmovilización y reintegración previstas de 180.000 excombatientes al final del período del Acuerdo General de Paz."	1
"El Gobierno de Siria considera que la cuestión de los denominados refugiados sirios es, en gran medida, información espuria. Siria espera que los refugiados regresen a su patria y que su presencia no se explote con fines políticos. La notable mejoría de la situación de la seguridad ha llevado a un número considerable de personas a regresar a su país y reanudar su trabajo, algo que los grupos terroristas les habían impedido hacer."	1
"Relación sumaria comunicada por el Secretario General Consejo de Seguridad y la etapa alcanzada en su estudio"	0
"En uno de los incidentes, ocurrido en Korcha-Turgu, a primera hora de la mañana, un día del mes de agosto de 2003, centenares de árabes Janjaweed vestidos de uniforme militar verde y montados a caballo y en camellos rodearon y atacaron el pueblo y comenzaron a disparar contra los hombres y niños."	1
"Durante esas consideraciones, la delegación china siempre ha recalcado su punto de vista de que la cuestión de Darfur entraña un proceso político, el despliegue de efectivos de mantenimiento de la paz, el desarrollo económico, la asistencia humanitaria y la justicia. Es muy complejo y requiere una enorme sensatez política encontrar una solución global que garantice la consecución de la paz y la justicia."	0
"En este documento figura una cantidad de 149.253 dinares iraquíes depositados en el Banco Al Rafidain, en Bagdad. La CLE presentó también un documento interno titulado \"Banco Rafidain Bagdad 1005 - año 1990\" en el que aparece un saldo de 149.253 dinares iraquíes adeudado al final del ejercicio financiero."	0
"1. Acuerdo sobre el procedimiento único de control de las exportaciones de los Estados miembros de la Comunidad Económica Euroasiática"	0
"Certificado consular de la Embajada de Nicaragua del país de procedencia"	0
"Al señalar que la matanza de yemeníes no tendría consecuencias, el acuerdo que consagra la inmunidad ha contribuido a prolongar el derramamiento de sangre."	1
"Esas primeras fases de la investigación pusieron de manifiesto que nadie dijo haber observado el más mínimo indicio de que algo estaba sucediendo cerca del Sr. Hariri que pudiera haber representado un peligro para su vida."	0
"Se ha visto a niños vistiendo uniformes y portando armas dentro de los campamentos rebeldes y en sus alrededores."	1
"Otro método preferido por Al-Qaida es el reclutamiento y despliegue de operativos de que no tiene conocimiento aún ningún órgano de policía o de seguridad y que pueden por ello viajar sin dificultades, obtener visados de negocios o de estudios y, como garantía suplementaria, pretender haber perdido cualquier documentación que contenga sellos de visados potencialmente inculpatorios para obtener un duplicado inmaculado."	1
"La función de la policía en el actual conflicto dista de ser clara."	1
"En ese caso, se plantea el problema de determinar si los demás participantes del grupo que no intervinieron en la comisión del crimen, que no había sido previamente planificado ni previsto, también incurren en responsabilidad penal por él."	1
"El Grupo también visitó el campamento de tránsito de Nonah para refugiados de Côte d'Ivoire en Guinea."	0
"c) Se puedan concertar contratos con los topógrafos y los contratistas sobre el terreno;"	0
"Aunque también se cometieron ataques en 2001 y 2002, su magnitud, intensidad y regularidad aumentó perceptiblemente a principios de 2003."	1
"12. Pide en particular a la MONUC que comparta información con el Grupo de Expertos, especialmente sobre el apoyo recibido por los grupos armados, el reclutamiento y la utilización de niños y los ataques deliberados contra mujeres y niños en situaciones de conflicto armado;"	1
"Este control fragmentado del medio marítimo somalí ha creado o promovido tres importantes fuentes de ingresos para las administraciones locales: a) la exportación comercial desde Somalia de una gran cantidad de carbón vegetal, entre otros productos, b) el acceso sin trabas de buques pesqueros extranjeros a los recursos marinos y pesqueros somalíes y c) los actos generalizados de piratería. Carbón vegetal"	1
"Advirtió de que, si las FDLR no demostraban un compromiso claro antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con apoyo de la MONUSCO, tendrían que poner en marcha operaciones militares para neutralizarlas."	1
"Presidente: Sir Jeremy Greenstock (Reino Unido de Gran Bretaña e Irlanda del Norte)"	0
"La Red Haqqani (TE.H.12.12) sigue participando directamente en ataques terroristas en el Afganistán."	1
"Además, se sospecha que uno de ellos participó en la detención ilegal de civiles y que dos de ellos participaron en el asesinato de civiles, actos que constituyen crímenes de lesa humanidad."	1
"En el momento de redactar el presente informe el Semlow y su tripulación siguen cautivos. Los responsables del secuestro han exigido un rescate de 500.000 dólares de los EE.UU."	1
"El terrorismo sigue representando una grave amenaza para la paz y la seguridad en África. Es un factor determinante en un número cada vez mayor de situaciones de conflicto."	1
"La situación en Timor Oriental"	0
"El Consejo de Seguridad insta a los Estados, a las organizaciones internacionales y al sector privado a que compartan pruebas, información e inteligencia, según proceda, a efectos de las actividades policiales de lucha contra la piratería, incluidos el enjuiciamiento efectivo de los presuntos piratas y el encarcelamiento de los convictos, y alienta las iniciativas existentes y futuras a este respecto."	0
"El Consejo de Seguridad reitera su profunda preocupación por el Estado Islámico del Iraq y el Levante (EIIL), el Frente al-Nusra (FAN) y otras entidades terroristas asociadas con Al-Qaida y por los efectos negativos de su presencia, su ideología extremista violenta, y las acciones que afectan la estabilidad del Iraq, la República Árabe Siria y la región, en particular las devastadoras consecuencias humanitarias para la población civil, que han dado lugar al desplazamiento de millones de personas, y por sus actos de violencia que fomentan las tensiones sectarias."	0
"El Consejo de Seguridad expresa su disposición a examinar las recomendaciones específicas de su Grupo de Trabajo sobre los niños y los conflictos armados relativas a las violaciones y abusos cometidos contra los niños por las partes enumeradas en los anexos de los informes del Secretario General, cuando se produzcan, con miras a considerar la adopción de medidas al respecto, sin que ello prejuzgue ni entrañe la adopción de una decisión del Consejo de Seguridad sobre la inclusión o no de una determinada situación entre los temas sometidos a su consideración."	0
"La intensidad de los daños que se observaban en los fragmentos de metal que nos enseñó la policía (que según se nos dijo proceden de un Mitsubishi modelo \"Canter\") es compatible con los fragmentos que esperaríamos encontrar si un vehículo de esas características hubiera estado situado en el centro de la explosión."	1
"Deplorando el hecho de que los talibanes sigan proporcionando un refugio seguro a Usama bin Laden y permitiendo que él y sus asociados dirijan una red de campamentos de adiestramiento de terroristas en territorio controlado por los talibanes y utilicen el Afganistán como base para patrocinar operaciones terroristas internacionales,"	1
"Aunque se sabe que hay células locales que intervienen en operaciones delictivas de poca monta, por ejemplo fraudes con tarjetas de crédito o tráfico de drogas, y la Oficina de las Naciones Unidas contra la Droga y el Delito ha informado de que grupos que operan a ambos lados de la frontera entre el Afganistán y el Pakistán, la República Islámica del Irán y Uzbekistán cobran tributos de tránsito a quienes transportan drogas, en beneficio de los talibanes, son pocas todavía las pruebas convincentes de que haya una participación en gran escala de grupos terroristas en el tráfico de drogas u otros delitos organizados."	1
